query
"{'hash': '4c1fd92cd8d5cc0fc36a3cf9d808d102c5e73dd9', 'query': 'SELECT S1.Name FROM Scientists AS S1 JOIN AssignedTo AS A1 ON S1.SSN = A1.Project WHERE A1.Project = 1 LIMIT 5', 'template': 'SELECT #COLUMN# FROM #TABLE# AS #TABLE# JOIN #TABLE# AS #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #VALUE# LIMIT #VALUE#'}"
"{'hash': '361e7913508e4efcc81a57f076c63fb01ca95b14', 'query': ""SELECT T2.Name FROM Scientists AS T1 INNER JOIN AssignedTo AS T2 ON T1.SSN = T2.Project WHERE T2.Project = 'AeH1' AND EXISTS (SELECT 1 FROM Projects AS T3 WHERE T3.Code = T2.Project AND T3.Hours > 100) LIMIT 1"", 'template': 'SELECT #COLUMN# FROM #TABLE# AS T1 JOIN #TABLE# AS T2 ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #VALUE# AND EXISTS (SELECT 1 FROM #TABLE# AS T3 WHERE #COLUMN# = #COLUMN# AND #COLUMN# > #VALUE#) LIMIT #VALUE#'}"
"{'hash': '07649447b197fb6f8da9368d52cfd60fbc3c446b', 'query': ""SELECT COUNT(DISTINCT T1.Name), COUNT(DISTINCT T1.SSN), COUNT(T1.SSN) FROM Scientists AS T1 WHERE T1.SSN = 12345 OR T1.Name BETWEEN 'John' AND 'Mike'"", 'template': 'SELECT COUNT(DISTINCT #COLUMN#), COUNT(DISTINCT #COLUMN#), COUNT(#COLUMN#) FROM #TABLE# AS T1 WHERE #COLUMN# = #VALUE# OR #COLUMN# BETWEEN #VALUE# AND #VALUE#'}"
"{'hash': 'b3c92dc6bbc56e21b19d26202e8a02213256b278', 'query': 'SELECT T1.Name FROM Scientists AS T1 JOIN AssignedTo AS T2 ON T1.SSN = T2.Scientist JOIN Projects AS T3 ON T2.Project = T3.Code WHERE T3.Hours <= 100 AND T1.Name = T3.Name', 'template': 'SELECT #COLUMN# FROM #TABLE# AS T1 JOIN #TABLE# AS T2 ON #COLUMN# = #COLUMN# JOIN #TABLE# AS T3 ON #COLUMN# = #COLUMN# WHERE #COLUMN# <= #VALUE# AND #COLUMN# = #COLUMN#'}"
"{'hash': '1669923c2a559acc1325edae8b66c8eef5fe7610', 'query': 'SELECT * FROM AssignedTo AS T1, AssignedTo AS T2 WHERE T1.Project = T2.Project AND T1.Hours > (SELECT AVG(Hours) FROM Projects)', 'template': 'SELECT * FROM #TABLE# AS T1, #TABLE# AS T2 WHERE T1.#COLUMN# = T2.#COLUMN# AND T1.#COLUMN# > (SELECT AVG(#COLUMN#) FROM #TABLE#)'}"
"{'hash': '0a8f473b41edf4f306c0a73e0d9b08d432326586', 'query': ""SELECT T1.Name FROM Scientists AS T1 WHERE T1.SSN IN (SELECT T2.Project FROM AssignedTo AS T2 WHERE T2.Project = 'AeH1' AND T1.SSN = T2.Scientist) OR T1.Name = 'John Smith' ORDER BY T1.Name DESC"", 'template': 'SELECT #COLUMN# FROM #TABLE# AS T1 WHERE #COLUMN# IN (SELECT #COLUMN# FROM #TABLE# AS T2 WHERE #COLUMN# = #VALUE# AND T1.#COLUMN# = T2.#COLUMN#) OR #COLUMN# = #VALUE# ORDER BY #COLUMN# DESC'}"
"{'hash': 'e69f3bbcb42a6869a47dcedeec5b39331e7b9836', 'query': 'SELECT T3.Name, COUNT(T2.Code) FROM Scientists AS T1 JOIN AssignedTo AS T2 ON T1.SSN = T2.Scientist JOIN Projects AS T3 ON T2.Project = T3.Code WHERE T3.Hours < 100 GROUP BY T3.Name ORDER BY T3.Name ASC', 'template': 'SELECT #COLUMN#, COUNT(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# < #VALUE# GROUP BY #COLUMN# ORDER BY #COLUMN# ASC'}"
"{'hash': 'a846495057f65565e0d90dfb4c149ef4948f602b', 'query': 'SELECT T1.Name, COUNT(T2.Code) FROM Scientists AS T1 JOIN AssignedTo AS T2 ON T1.SSN = T2.Scientist GROUP BY T1.Name HAVING COUNT(T2.Code) > 1 ORDER BY COUNT(T2.Code) DESC', 'template': 'SELECT #COLUMN#, COUNT(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# GROUP BY #COLUMN# HAVING COUNT(#COLUMN#) > #VALUE# ORDER BY COUNT(#COLUMN#) DESC'}"
"{'hash': 'e48e191730e4f7694c32c1c06a8ef8fa03b57779', 'query': 'SELECT T1.Name, MAX(T2.Hours) FROM Scientists AS T1 JOIN AssignedTo AS T3 ON T1.SSN = T3.Scientist JOIN Projects AS T2 ON T3.Project = T2.Code WHERE T2.Hours <= 100 GROUP BY T1.Name LIMIT 10', 'template': 'SELECT #COLUMN#, MAX(#COLUMN#) FROM #TABLE# AS T1 JOIN #TABLE# AS T3 ON #COLUMN# = #COLUMN# JOIN #TABLE# AS T2 ON #COLUMN# = #COLUMN# WHERE #COLUMN# <= #VALUE# GROUP BY #COLUMN# LIMIT #VALUE#'}"
"{'hash': 'c7b5253a2a4412aef6117ead5464c8d318451edc', 'query': ""SELECT T1.Name FROM Scientists AS T1 JOIN AssignedTo AS T2 ON T1.SSN = T2.Scientist WHERE T2.Project = 'AeH1' OR EXISTS (SELECT 1 FROM Projects AS T3 WHERE T3.Code = T2.Project AND T3.Hours > 100) ORDER BY T1.Name DESC"", 'template': 'SELECT #COLUMN# FROM #TABLE# AS #TABLE# JOIN #TABLE# AS #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #VALUE# OR EXISTS (SELECT 1 FROM #TABLE# AS #TABLE# WHERE #COLUMN# = #COLUMN# AND #COLUMN# > #VALUE#) ORDER BY #COLUMN# DESC'}"
"{'hash': 'a5f9336a0688f06fa2ff4e998c898967d9e00a07', 'query': 'SELECT T2.Name, COUNT(T3.Project) FROM Scientists AS T1 JOIN AssignedTo AS T2 ON T1.SSN = T2.Scientist JOIN Projects AS T3 ON T3.Code = T2.Project WHERE T1.SSN = T2.Scientist ORDER BY T2.Name DESC', 'template': 'SELECT #COLUMN#, COUNT(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #COLUMN# ORDER BY #COLUMN# DESC'}"
"{'hash': '1abd8df4fe664fd73b82a22ebb02bfb9e167650e', 'query': 'SELECT T1.Name, COUNT(DISTINCT T2.Code) FROM Scientists AS T1 JOIN AssignedTo AS T2 ON T1.SSN = T2.Scientist WHERE T2.Project IN (SELECT Code FROM Projects WHERE Hours BETWEEN 100 AND 200) OR T2.Project NOT IN (SELECT Code FROM Projects WHERE Hours > 200)', 'template': 'SELECT #COLUMN#, COUNT(DISTINCT #COLUMN#) FROM #TABLE# AS #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# IN (SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# BETWEEN #VALUE# AND #VALUE#) OR #COLUMN# NOT IN (SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# > #VALUE#)'}"
"{'hash': '3b52bfcd011e426b8e5c6533e786ba69a2fc0ebd', 'query': 'SELECT COUNT(DISTINCT T2.Code) FROM Scientists AS T1 JOIN AssignedTo AS T2 ON T1.SSN = T2.Scientist JOIN Projects AS T3 ON T3.Code = T2.Project WHERE T2.Project = T3.Code', 'template': 'SELECT COUNT(DISTINCT #COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #COLUMN#'}"
"{'hash': 'c269f31a660d5f73d99b8c112d11a77c42bbdea9', 'query': 'SELECT T1.Name, AVG(T2.Hours) FROM Scientists AS T1 JOIN AssignedTo AS T3 ON T1.SSN = T3.Scientist JOIN Projects AS T2 ON T3.Project = T2.Code GROUP BY T1.Name HAVING AVG(T2.Hours) < 50 ORDER BY T1.Name ASC LIMIT 10', 'template': 'SELECT #COLUMN#, AVG(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# GROUP BY #COLUMN# HAVING AVG(#COLUMN#) < #VALUE# ORDER BY #COLUMN# ASC LIMIT #VALUE#'}"
"{'hash': '36cb61d08984d6ecbb976f3fe66b1772990d3a43', 'query': ""SELECT T2.Name FROM (SELECT Name FROM Scientists WHERE Name = 'John' OR Name IN (SELECT T1.Name FROM Scientists AS T1 WHERE T1.SSN = 12345)) AS T3 JOIN Projects AS T2 ON T3.Name = T2.Name LIMIT 5"", 'template': 'SELECT #COLUMN# FROM (SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# = #VALUE# OR #COLUMN# IN (SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# = #VALUE#)) AS ""'}"
"{'hash': '765137a4627c7ee4529353f3f8993ab89201fcf6', 'query': ""SELECT COUNT(DISTINCT T1.Name), T2.Code FROM Scientists AS T1 JOIN AssignedTo AS T2 ON T1.SSN = T2.Scientist JOIN Projects AS T3 ON T2.Project = T3.Code WHERE T1.Name = 'John' OR T3.Hours BETWEEN 100 AND 200 OR T3.Code IN (SELECT Code FROM Projects WHERE Name = 'Project1') ORDER BY T1.Name ASC"", 'template': 'SELECT COUNT(DISTINCT #COLUMN#), #COLUMN# FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# = #VALUE# OR #COLUMN# BETWEEN #VALUE# AND #VALUE# OR #COLUMN# IN (SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# = #VALUE#) ORDER BY #COLUMN# ASC'}"
"{'hash': 'a96983600e9f1816728db166cb70b5e63719dcc0', 'query': 'SELECT T1.Name, COUNT(T3.Project) FROM Scientists AS T1 JOIN AssignedTo AS T2 ON T1.SSN = T2.Scientist JOIN Projects AS T3 ON T2.Project = T3.Code GROUP BY T1.Name HAVING COUNT(T3.Project) > 2', 'template': 'SELECT #COLUMN#, COUNT(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# GROUP BY #COLUMN# HAVING COUNT(#COLUMN#) > #VALUE#'}"
"{'hash': '40cbf38e999b47c251fd91c1a94cef6386a87cfe', 'query': 'SELECT T1.Name, SUM(T2.Hours) FROM Scientists AS T1 JOIN AssignedTo AS T2 ON T1.SSN = T2.Scientist WHERE NOT EXISTS (SELECT 1 FROM Projects AS T3 WHERE T3.Code = T2.Project AND T3.Hours > 100)', 'template': 'SELECT #COLUMN#, SUM(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE NOT EXISTS (SELECT 1 FROM #TABLE# WHERE #COLUMN# = #COLUMN# AND #COLUMN# > #VALUE#)'}"
"{'hash': 'bb7ca579b5b144dfe55b0538991e8403aba27c6d', 'query': 'SELECT T1.Name, MIN(T2.Hours) FROM Scientists AS T1 JOIN AssignedTo AS T3 ON T1.SSN = T3.Scientist JOIN Projects AS T2 ON T3.Project = T2.Code WHERE T2.Hours >= 100 GROUP BY T1.Name', 'template': 'SELECT #COLUMN#, MIN(#COLUMN#) FROM #TABLE# JOIN #TABLE# ON #COLUMN# = #COLUMN# JOIN #TABLE# ON #COLUMN# = #COLUMN# WHERE #COLUMN# >= #VALUE# GROUP BY #COLUMN#'}"
"{'hash': '6c01a1a1ee1839854a2aa3f26fd2c122c3269289', 'query': ""SELECT Name FROM Scientists WHERE Name = 'John' OR Name = 'Mike' ORDER BY Name ASC LIMIT 10"", 'template': 'SELECT #COLUMN# FROM #TABLE# WHERE #COLUMN# = #VALUE# OR #COLUMN# = #VALUE# ORDER BY #COLUMN# ASC LIMIT #VALUE#'}"
